1	1
2	4
3	4
4	5
5	4
6	4
7	3
8	5
9	4
10	4
11	4
12	4
13	4
14	5
15	3
16	5
17	6
18	3
19	3
20	4
21	1
22	4
23	4
24	4
25	4
26	4
27	5
28	4
29	3
30	4
31	1
32	4
33	5
34	4
35	4
36	5
37	3
38	7
39	2
40	6
41	3
42	4
43	3
44	4
45	1
46	1
47	5
48	3
49	1
50	4
51	4
52	1
53	4
54	3
55	4
56	4
57	4
58	4
59	4
60	5
61	1
62	3
63	1
64	1
65	4
66	3
67	1
68	4
69	4
70	2
71	1
72	4
73	3
74	1
75	4
76	5
77	2
78	4
79	5
80	4
81	3
82	6
83	4
84	4
85	3
86	3
87	3
88	4
89	4
90	5
91	3
92	4
93	2
94	2
95	2
96	1
97	1
98	1
99	2
100	1
101	1
102	2
103	4
104	4
105	4
106	4
107	4
108	1
109	6
110	4
111	1
112	1
113	6
114	4
115	1
116	1
117	1
118	4
119	1
120	4
121	1
122	1
123	1
124	1
125	4
126	1
127	1
128	4
129	4
130	1
131	1
132	1
133	4
134	5
135	1
136	4
137	1
138	4
139	1
140	1
141	4
142	4
143	4
144	1
145	1
146	1
147	3
148	5
149	1
150	1
151	1
152	1
153	4
154	1
155	1
156	5
157	7
158	1
159	4
160	3
161	5
162	4
163	7
164	4
165	4
166	4
167	4
168	7
169	6
170	4
171	1
172	6
173	4
174	4
175	4
176	4
177	1
178	7
179	2
180	1
181	5
182	2
183	1
184	6
185	4
186	3
187	2
188	1
189	1
190	4
191	1
192	4
193	4
194	2
195	4
196	6
197	4
198	2
199	5
200	1
201	4
202	5
203	4
204	4
205	4
206	4
207	4
208	1
209	4
210	4
211	1
212	1
213	1
214	1
215	1
216	6
217	1
218	4
219	7
220	6
221	3
222	1
223	2
224	1
225	1
226	2
227	3
228	4
229	1
230	3
231	4
232	1
233	4
234	4
235	2
236	4
237	1
238	1
239	6
240	1
241	4
242	1
243	4
244	4
245	6
246	1
247	1
248	1
249	4
250	5
251	2
252	1
253	4
254	4
255	4
256	2
257	1
258	2
259	1
260	1
261	4
262	4
263	1
264	1
265	4
266	1
267	1
268	4
269	3
270	3
271	1
272	3
273	4
274	3
275	1
276	4
277	4
278	4
279	4
280	1
281	2
282	6
283	1
284	3
285	4
286	7
287	1
288	1
289	4
290	2
291	4
292	2
293	1
294	4
295	1
296	3
297	1
298	1
299	4
300	6
301	6
302	7
303	2
304	2
305	2
306	4
307	4
308	4
309	2
310	4
311	4
312	7
313	4
314	2
315	4
316	1
317	3
318	1
319	5
320	3
321	4
322	3
323	4
324	3
325	1
326	3
327	5
328	2
329	4
330	4
331	4
332	4
333	3
334	3
335	3
336	3
337	3
338	3
339	1
340	3
341	6
342	4
343	4
344	5
345	4
346	1
347	1
348	1
349	4
350	1
351	1
352	3
353	1
354	4
355	1
356	4
357	1
358	1
359	1
360	1
361	2
362	3
363	7
364	6
365	3
366	3
367	4
368	1
369	4
370	3
371	7
372	4
373	1
374	4
375	1
376	3
377	3
378	1
379	1
380	3
381	7
382	3
383	6
384	6
385	3
386	2
387	5
388	4
389	4
390	1
391	1
392	1
393	3
394	3
395	3
396	4
397	4
398	6
399	3
400	2
401	4
402	4
403	3
404	4
405	4
406	4
407	4
408	1
409	3
410	1
411	1
412	4
413	1
414	4
415	3
416	3
417	1
418	5
419	1
420	3
421	1
422	6
423	2
424	1
425	4
426	3
427	1
428	1
429	3
430	1
431	1
432	1
433	4
434	4
435	3
436	3
437	4
438	3
439	3
440	3
441	4
442	4
443	3
444	5
445	2
446	3
447	4
448	7
449	4
450	4
451	2
452	2
453	1
454	4
455	4
456	6
457	4
458	5
459	7
460	5
461	7
462	4
463	1
464	4
465	3
466	1
467	4
468	3
469	3
470	4
471	4
472	3
473	3
474	4
475	4
476	5
477	4
478	6
479	3
480	4
481	1
482	2
483	3
484	3
485	3
486	3
487	7
488	4
489	3
490	6
491	1
492	4
493	5
494	4
495	4
496	3
497	3
498	4
499	5
500	4
501	5
502	1
503	4
504	1
505	3
506	3
507	1
508	3
509	3
510	3
511	4
512	4
513	1
514	3
515	3
516	3
517	3
518	4
519	4
520	4
521	1
522	4
523	4
524	6
525	7
526	3
527	4
528	1
529	4
530	5
531	6
532	3
533	4
534	4
535	3
536	4
537	4
538	6
539	1
540	2
541	3
542	4
543	3
544	3
545	4
546	4
547	4
548	3
549	4
550	4
551	7
552	3
553	3
554	1
555	4
556	2
557	5
558	3
559	4
560	7
561	4
562	3
563	4
564	4
565	4
566	5
567	1
568	3
569	2
570	1
571	7
572	2
573	5
574	3
575	4
576	4
577	3
578	4
579	1
580	1
581	4
582	4
583	5
584	3
585	4
586	3
587	4
588	3
589	3
590	4
591	4
592	3
593	4
594	1
595	6
596	6
597	3
598	7
599	4
600	4
601	5
602	4
603	4
604	4
605	4
606	1
607	4
608	5
609	4
610	4
611	3
612	3
613	5
614	4
615	4
616	4
617	1
618	3
619	7
620	3
621	6
622	3
623	3
624	3
625	3
626	4
627	3
628	4
629	3
630	4
631	4
632	4
633	4
634	4
635	1
636	3
637	4
638	3
639	3
640	6
641	3
642	1
643	3
644	3
645	3
646	1
647	4
648	3
649	4
650	4
651	4
652	3
653	3
654	3
655	2
656	6
657	4
658	3
659	4
660	4
661	4
662	4
663	4
664	4
665	4
666	4
667	6
668	4
669	5
670	4
671	4
672	4
673	3
674	3
675	4
676	3
677	4
678	4
679	5
680	4
681	3
682	4
683	5
684	3
685	3
686	4
687	4
688	4
689	6
690	4
691	5
692	2
693	3
694	7
695	4
696	3
697	6
698	2
699	1
700	2
701	3
702	3
703	4
704	4
705	4
706	4
707	4
708	5
709	3
710	3
711	3
712	4
713	3
714	3
715	1
716	3
717	3
718	6
719	4
720	3
721	3
722	3
723	3
724	4
725	4
726	1
727	3
728	4
729	4
730	4
731	5
732	1
733	2
734	3
735	4
736	5
737	7
738	4
739	3
740	3
741	4
742	6
743	6
744	4
745	3
746	4
747	5
748	4
749	5
750	4
751	4
752	3
753	4
754	5
755	3
756	4
757	3
758	4
759	5
760	4
761	5
762	5
763	4
764	4
765	5
766	3
767	4
768	4
769	6
770	1
771	4
772	4
773	2
774	4
775	6
776	3
777	4
778	4
779	3
780	5
781	1
782	3
783	4
784	4
785	3
786	4
787	1
788	3
789	3
790	4
791	3
792	3
793	4
794	4
795	4
796	3
797	4
798	4
799	4
800	3
801	3
802	4
803	4
804	7
805	1
806	1
807	3
808	2
809	4
810	7
811	4
812	4
813	4
814	4
815	5
816	6
817	3
818	4
819	3
820	3
821	3
822	4
823	2
824	5
825	4
826	4
827	4
828	3
829	4
830	5
831	6
832	4
833	1
834	4
835	2
836	4
837	4
838	3
839	4
840	7
841	4
842	3
843	4
844	5
845	5
846	2
847	3
848	4
849	7
850	4
851	4
852	4
853	4
854	6
855	3
856	4
857	5
858	4
